51 0.6538 0.7049 0.6397
52 0.6446 0.7027 0.6281
53 0.6397 0.698 0.622
54 0.6295 0.6956 0.6091
55 0.6185 0.688 0.5951
56 0.6069 0.6854 0.5803
57 0.6009 0.6799 0.5725
58 0.5885 0.674 0.5563
59 0.5751 0.671 0.5389
60 0.5681 0.6648 0.5298
61 0.5538 0.6615 0.511
62 0.5385 0.6548 0.501
63 0.5225 0.6513 0.4804
64 0.5143 0.6441 0.4584
65 0.4972 0.6365 0.447
66 0.4883 0.6326 0.4234
67 0.47 0.6246 0.3982
68 0.4506 0.6162 0.3719
69 0.4405 0.6119 0.3583
70 0.42 0.6031 0.3304
71 0.3983 0.5939 0.3007
72 0.3872 0.5892 0.2853
73 0.3644 0.5795 0.2539
74 0.3414 0.5694 0.2206
75 0.3195 0.5643 0.2035
76 0.3095 0.5538 0.1685
77 0.293 0.5484 0.1321
78 0.2871 0.5376 0.114
79 0.2657 0.5276 0.0805
80 0.2355 0.5193 0.0613
81 0.207 0.5161 0.0653
82 0.1936 0.5127 -0.1012
83 0.1679 0.505 -0.1007
84 0.1427 0.4933 -0.1106
85 0.1302 0.4881 -0.1217
86 0.1056 0.4792 -0.1531
87 0.0801 0.4752 -0.1717
88 0.0671 0.4681 -0.2112
89 0.0406 0.4614 -0.2532
90 0.0129 0.4522 -0.2745
91 -0.0012 0.4492 -0.3172
92 -0.0298 0.4431 -0.3615
93 -0.0596 0.44 -0.384
94 -0.0747 0.4334 -0.4294
95 -0.1052 0.4264 -0.4763
96 -0.1369 0.4227 -0.524
97 -0.1529 0.3956 -0.548
98 -0.1851 0.3913 -0.5961
99 -0.2184 0.3837 -0.6207
100 -0.2352 0.358 -0.6699
101 -0.2686 0.3487 -0.695
102 -0.3027 0.34 -0.7451
103 -0.32 0.3358 -0.7963
104 -0.3543 0.327 -0.8219
105 -0.3895 0.3176 -0.8727
106 -0.4073 0.3127 -0.8981
107 -0.4424 0.303 -0.9481
108 -0.4781 0.2929 -0.9996
109 -0.5138 0.2878 -1.0245
110 -0.5314 0.2777 -1.0741
111 -0.5663 0.2673 -1.1243
112 -0.584 0.262 -1.149
113 -0.6185 0.2516 -1.197
114 -0.6536 0.2463 -1.2206
115 -0.6881 0.2304 -1.2668
116 -0.7049 0.225 -1.29
117 -0.7381 0.2146 -1.3123
118 -0.7715 0.2093 -1.3571
119 -0.7881 0.199 -1.401
120 -0.8199 0.1884 -1.4222
121 -0.8516 0.1831 -1.4619
122 -0.8668 0.1726 -1.5002
123 -0.8966 0.1621 -1.5356
124 -0.9256 0.1568 -1.5521
125 -0.9398 0.1465 -1.5829
126 -0.9665 0.136 -1.5978
127 -0.9924 0.1309 -1.6244
128 -1.0047 0.1258 -1.6487
129 -1.028 0.1157 -1.6594
130 -1.0502 0.1106 -1.6784
131 -1.0608 0.0958 -1.6942
132 -1.0802 0.0909 -1.7062
133 -1.098 0.0818 -1.7108
134 -1.1062 0.0773 -1.7168
135 -1.1209 0.0685 -1.7182
136 -1.134 0.0599 -1.7181
137 -1.1398 0.0557 -1.7136
138 -1.1496 0.0476 -1.7099
139 -1.1573 0.0436 -1.699
140 -1.1627 0.0359 -1.6831
141 -1.1644 0.0285 -1.6627
142 -1.1662 0.0214 -1.6507
143 -1.1664 0.0181 -1.6236
144 -1.1648 0.0117 -1.5912
145 -1.1609 0.0056 -1.5734
146 -1.1545 0.0027 -1.5342
147 -1.1504 -0.0028 -1.5124
148 -1.1406 -0.0079 -1.4656
149 -1.1347 -0.0127 -1.2571
150 -1.1137 -0.0148 -1.1854
151 -1.1054 -0.0188 -1.1503
152 -0.8915 -0.0224 -1.0779
153 -0.8738 -0.0241 -1.0003
154 -0.8443 -0.0256 -0.9604
155 -0.8301 -0.0297 -0.6606
156 -0.8003 -0.0309 -0.5659
157 -0.7679 -0.0329 -0.1044
158 -0.7509 -0.0343 -0.0963
159 -0.6989 -0.035 -0.093
160 -0.6619 -0.0358 -0.0919
161 -0.6432 -0.0363 -0.0863
162 -0.6058 -0.0363 -0.081
163 -0.5669 -0.0362 -0.0645
164 -0.5271 -0.0357 -0.0403
165 -0.4871 -0.0353 -0.0261
166 -0.4672 -0.0342 0.0058
167 -0.427 -0.0327 0.0424
168 -0.3836 -0.0318 0.1031
169 -0.3372 -0.0298 0.1487
170 -0.313 -0.0274 0.1726
171 -0.2635 -0.0262 0.224
172 -0.2107 -0.0234 0.2806
173 -0.1837 -0.0203 0.3107
174 -0.1287 -0.0169 0.3724
175 -0.0724 -0.0151 0.4384
176 -0.0448 -0.0104 0.4722
177 0.0082 -0.0069 0.5398
178 0.0603 0.0035 0.6084
179 0.0855 0.0152 0.6427
180 0.134 0.0296 0.709
181 0.1814 0.038 0.7754
182 0.2042 0.0563 0.8079
183 0.2475 0.0664 0.8711
184 0.289 0.086 0.9337
185 0.3088 0.1051 0.9643
186 0.346 0.123 1.0224
187 0.3813 0.1315 1.0789
188 0.3979 0.1475 1.1321
189 0.4285 0.1628 1.1571
190 0.4568 0.17 1.204
191 0.4698 0.1835 1.2264
192 0.4933 0.1961 1.2677
193 0.5143 0.2021 1.3057
194 0.5321 0.2129 1.323
195 0.5398 0.218 1.3538
196 0.5526 0.2272 1.3806
197 0.5628 0.2314 1.3921
198 0.5667 0.2422 1.411
199 0.5723 0.2453 1.425
200 0.5751 0.2504 1.4338
201 0.5754 0.2544 1.436
202 0.5739 0.256 1.4364
203 0.5696 0.2585 1.4313
204 0.5664 0.2601 1.4266
205 0.5582 0.2605 1.4132
206 0.5473 0.2606 1.3941
207 0.5409 0.2604 1.3694
208 0.5266 0.2592 1.3552
209 0.5098 0.2583 1.3228
210 0.5006 0.2559 1.2845
211 0.4809 0.2527 1.2633
212 0.459 0.2509 1.2177
213 0.4474 0.2468 1.1664
214 0.4232 0.2419 1.139
215 0.3971 0.2336 1.0813
216 0.3836 0.2306 1.0182
217 0.3559 0.2245 0.985
218 0.3267 0.2213 0.9167
219 0.3118 0.2147 0.8438
220 0.2817 0.2077 0.8061
221 0.2506 0.2041 0.7293
222 0.2348 0.1968 0.6483
223 0.2034 0.193 0.6069
224 0.1714 0.1855 0.5238
225 0.1394 0.1777 0.4812
226 0.108 0.1738 0.3959
227 0.0927 0.1623 0.3078
228 0.0626 0.1584 0.2192
229 0.0476 0.1511 0.1752
230 0.0185 0.1475 0.0884
231 -0.0105 0.1439 0.0003
232 -0.0246 0.1367 -0.0435
233 -0.0518 0.1296 -0.1292
234 -0.0768 0.1261 -0.215
235 -0.0878 0.1193 -0.2573
236 -0.108 0.116 -0.339
237 -0.1149 0.1097 -0.4197
238 -0.1178 0.1035 -0.459
239 -0.12 0.0977 -0.5316
240 -0.1205 0.095 -0.5989
241 -0.1207 0.0924 -0.6283
242 -0.1211 0.0873 -0.6816
243 -0.1216 0.0852 -0.7274
244 -0.1218 0.0846 -0.7474
245 -0.1224 0.0917 -0.7839
246 -0.1229 0.0972 -0.8175
247 -0.1233 0.1027 -0.8473
248 -0.1239 0.1183 -0.8605
249 -0.1246 0.1268 -0.8836
250 -0.125 0.1428 -0.8937
251 -0.1257 0.1578 -0.9105
252 -0.1265 0.1648 -0.9233
253 -0.1269 0.1775 -0.928
254 -0.1276 0.1891 -0.9341
255 -0.1284 0.1944 -0.9358
256 -0.1288 0.2037 -0.9329
257 -0.1295 0.2118 -0.9298
258 -0.1302 0.2184 -0.9203
259 -0.1305 0.2211 -0.9139
260 -0.1311 0.2254 -0.8979
261 -0.1316 0.2285 -0.8775
262 -0.1318 0.2296 -0.8657
263 -0.1321 0.2307 -0.8394
264 -0.1323 0.2306 -0.8087
265 -0.1323 0.2302 -0.7743
266 -0.1323 0.2284 -0.756
267 -0.1321 0.2256 -0.7173
268 -0.1317 0.2239 -0.6748
269 -0.1314 0.2198 -0.6524
270 -0.1308 0.2148 -0.6064
271 -0.1299 0.2091 -0.5571
272 -0.1294 0.206 -0.5316
273 -0.1282 0.1995 -0.48
274 -0.1269 0.1925 -0.4259
275 -0.1261 0.1888 -0.3984
276 -0.1244 0.1813 -0.3432
277 -0.1225 0.1774 -0.2864
278 -0.1215 0.1696 -0.2579
279 -0.1193 0.1616 -0.2014
280 -0.1169 0.1576 -0.1441
281 -0.1156 0.1536 -0.1156
282 -0.1129 0.1454 -0.06
283 -0.1099 0.1413 -0.0045
284 -0.1069 0.1333 0.0228
285 -0.0959 0.1254 0.0755
286 -0.0781 0.1178 0.1272
287 -0.0668 0.1141 0.1523
288 -0.0411 0.1072 0.2
289 -0.0147 0.1039 0.2464
290 0.0097 0.0976 0.295
291 0.0209 0.0945 0.3205
292 0.0412 0.0889 0.3715
293 0.0506 0.0863 0.3983
294 0.0673 0.0834 0.4519
295 0.0818 0.0848 0.5032
296 0.0938 0.0923 0.5484
297 0.0988 0.0984 0.5685
298 0.1068 0.1153 0.6033
299 0.1125 0.136 0.6327
300 0.1146 0.1459 0.645
301 0.1169 0.1554 0.6647
302 0.1171 0.1733 0.6785
303 0.1164 0.1819 0.6831
304 0.1137 0.1973 0.6876
305 0.1091 0.2043 0.6864
306 0.1061 0.2167 0.6793
307 0.0992 0.2223 0.6736
308 0.0907 0.2317 0.6584
309 0.086 0.2357 0.6488
310 0.0759 0.2391 0.6261
311 0.0647 0.2448 0.5985
312 0.0588 0.2469 0.5665
313 0.0466 0.2498 0.5491
314 0.0338 0.2506 0.5122
315 0.0272 0.2508 0.4923
316 0.0141 0.2503 0.4508
317 0.0007 0.2481 0.406
318 -0.006 0.2464 0.3827
319 -0.019 0.242 0.3354
320 -0.032 0.2393 0.2858
321 -0.0383 0.2331 0.2606
322 -0.0504 0.2257 0.2102
323 -0.0621 0.2216 0.1587
324 -0.0781 0.2174 0.1073
325 -0.0876 0.2083 0.0821
326 -0.0955 0.2034 0.033
327 -0.099 0.1934 -0.0159
328 -0.1051 0.1828 -0.0398
329 -0.1075 0.1775 -0.0856
330 -0.1063 0.1668 -0.1302
331 -0.0971 0.1559 -0.1517
332 -0.0785 0.1505 -0.1922
333 0.0106 0.14 -0.2307
334 0.0406 0.1296 -0.2488
335 0.0477 0.1245 -0.2823
336 0.0589 0.1149 -0.313
337 0.0674 0.1057 -0.3255
338 0.0707 0.0971 -0.3424
339 0.0773 0.0931 -0.3493
340 0.0774 0.0857 -0.3489
341 0.0756 0.079 -0.3425
342 0.0716 0.0759 -0.3324
343 0.0689 0.0704 -0.3208
344 0.0622 0.07 -0.3146
345 0.0538 0.0748 -0.3015
346 0.0491 0.0835 -0.2946
347 0.0389 0.0904 -0.2804
348 0.0276 0.11 -0.2653
349 0.0216 0.132 -0.2499
350 0.0094 0.1524 -0.2422
351 -0.0034 0.1619 -0.2268
352 -0.0099 0.1789 -0.2111
353 -0.0227 0.1941 -0.2032
354 -0.0356 0.2009 -0.1879
355 -0.042 0.2126 -0.1802
356 -0.0543 0.2223 -0.1653
357 -0.0661 0.2262 -0.1505
358 -0.0718 0.2323 -0.1363
359 -0.0825 0.2346 -0.1294
360 -0.0925 0.2375 -0.1163
361 -0.0971 0.2383 -0.1099
362 -0.1054 0.2371 -0.0919
363 -0.1128 0.2358 -0.0863
364 -0.1161 0.2319 -0.081
365 -0.1217 0.2263 -0.0707
366 -0.1262 0.2194 -0.0608
367 0.0132 0.2155 -0.0516
368 0.5372 0.2113 -0.0473
369 0.5967 0.2021 -0.0394
370 0.6426 0.1919 -0.0321
371 0.6758 0.1811 -0.0256
372 0.6969 0.17 -0.0226
373 0.703 0.1644 -0.0172
374 0.7071 0.1534 -0.0148
375 0.7009 0.1422 -0.0085
376 0.6847 0.1367 -0.0067
377 0.6589 0.1313 -0.0037
378 0.6427 0.1206 -0.0012
379 0.6048 0.1153 0.0007
380 0.5589 0.1052 0.1156
381 0.5068 0.0957 0.4459
382 0.479 0.0911 0.4645
383 0.4209 0.0869 0.4918
384 0.3584 0.0787 0.5021
385 0.3261 0.0712 0.5167
386 0.2614 0.0677 0.524
387 0.1946 0.0616 0.5238
388 0.1612 0.1297 0.5208
389 0.0963 0.4992 0.5095
390 0.0388 0.5513 0.4913
391 0.0167 0.5734 0.4796
392 -0.0351 0.6107 0.4521
393 -0.0739 0.6407 0.4184
394 -0.0922 0.6623 0.3996
395 -0.1267 0.6697 0.3591
396 -0.1594 0.6782 0.3139
397 -0.1748 0.679 0.29
398 -0.2032 0.6766 0.2407
399 -0.2292 0.6663 0.1885
400 -0.252 0.649 0.1617
401 -0.2622 0.638 0.1084
402 -0.2798 0.6121 0.0539
403 -0.2876 0.5806 0.0267
404 -0.3006 0.5449 -0.0261
405 -0.3108 0.5258 -0.078
406 -0.3147 0.5062 -0.1017
407 -0.3205 0.4645 -0.1409
408 -0.3236 0.4198 -0.1706
409 -0.3242 0.3742 -0.1825
410 -0.3235 0.3515 -0.2045
411 -0.3205 0.3073 -0.2248
412 -0.3183 0.2853 -0.2342
413 -0.3124 0.2229 -0.2514
414 -0.3047 0.2041 -0.2667
415 -0.2954 0.1769 -0.2797
416 -0.2904 0.1577 -0.2853
417 -0.2796 0.1525 -0.2947
418 -0.2677 0.1447 -0.302
419 -0.2615 0.1385 -0.3048
420 -0.249 0.136 -0.3086
421 -0.2359 0.1338 -0.3104
422 -0.2279 0.1303 -0.3105
423 -0.2152 0.1267 -0.3091
424 -0.1504 0.126 -0.3057
425 -0.1197 0.1252 -0.3033
426 -0.0616 0.1251 -0.2971
427 -0.0072 0.1253 -0.2892
428 0.0177 0.1259 -0.2846
429 0.0616 0.1264 -0.2744
430 0.0994 0.1274 -0.2627
431 0.1156 0.1285 -0.2564
432 0.1421 0.1296 -0.2431
433 0.1619 0.1302 -0.2286
434 0.1692 0.1311 -0.2211
435 0.1783 0.1316 -0.2057
436 0.1809 0.1322 -0.1895
437 0.1799 0.1326 -0.1813
438 0.1733 0.1327 -0.1634
439 0.1612 0.1326 -0.1583
440 0.1532 0.1321 -0.0804
441 0.1341 0.1317 -0.0462
442 0.1109 0.1307 0.0152
443 0.0845 0.1294 0.0723
444 0.0704 0.1286 0.0985
445 0.0413 0.1268 0.1451
446 0.026 0.1263 0.1661
447 -0.1613 0.1387 0.202
448 -0.1858 0.1663 0.2313
449 -0.1946 0.1947 0.2532
450 -0.2093 0.2163 0.2612
451 -0.2208 0.2588 0.2715
452 -0.2291 0.2975 0.2751
453 -0.232 0.3147 0.2745
454 -0.2353 0.344 0.2684
455 -0.2359 0.3677 0.2565
456 -0.2337 0.3772 0.2484
457 -0.229 0.3914 0.2175
458 -0.2221 0.3998 0.205
459 -0.2134 0.4022 0.1919
460 -0.2014 0.4012 0.163
461 -0.2008 0.3952 0.1306
462 -0.1505 0.3842 0.0963
463 -0.0694 0.377 -0.06
464 -0.0276 0.3598 -0.0925
465 0.0496 0.3389 -0.1143
466 0.1203 0.3151 -0.1287
467 0.1523 0.3025 -0.1341
468 0.208 0.2763 -0.1422
469 0.2548 0.2485 -0.1472
470 0.2744 0.2343 -0.1485
471 0.3051 0.1059 -0.149
472 0.326 0.0845 -0.147
473 0.3326 0.0771 -0.1451
474 0.3383 0.0652 -0.1399
475 0.3347 0.056 -0.1329
476 0.3222 0.0496 -0.1288
477 0.3127 0.0462 -0.12
478 0.2885 0.0454 -0.11
479 0.2738 0.0459 -0.1042
480 0.2403 0.0674 0.1358
481 0.2012 0.072 -0.0277
482 0.1801 0.0805 0.0459
483 0.1362 0.087 0.0835
484 0.0893 0.1412 0.1518
485 0.0654 0.1884 0.1832
486 0.0227 0.2275 0.238
487 -0.0017 0.2653 0.2842
488 -0.0057 0.3367 0.3036
489 -0.0112 0.402 0.334
490 -0.0175 0.4574 0.3549
491 -0.0211 0.4806 0.3615
492 -0.029 0.5184 0.3672
493 -0.0482 0.5334 0.3634
494 -0.0535 0.5552 0.3581
495 -0.0638 0.567 0.3412
496 -0.069 0.5686 0.316
497 -0.116 0.5603 0.3007
498 -0.1211 0.5528 0.2657
499 -0.1282 0.5318 0.2245
500 -0.1334 0.5185 0.1787
501 -0.1375 0.5037 0.1546
502 -0.1392 0.45 0.1052
503 -0.142 0.4292 0.0796
504 -0.1395 0.387 0.0283
505 -0.1617 0.3422 -0.0182
506 -0.0671 0.3192 -0.0435
507 0.0212 0.2739 -0.0486
508 0.1362 0.2303 -0.0572
509 0.1978 0.2056 -0.0617
510 0.2226 0.202 -0.0714
511 0.2624 0.2027 -0.0821
512 0.2909 0.2038 -0.0878
513 0.3073 0.2042 -0.0995
514 0.311 0.2044 -0.1121
515 0.3097 0.2042 -0.125
516 0.298 0.2038 -0.1315
517 0.2885 0.2024 -0.1445
518 0.263 0.2002 -0.1576
519 0.2471 0.1988 -0.1642
520 0.2105 0.1838 -0.1767
521 0.1673 0.1777 -0.1889
522 0.1195 0.1716 -0.1948
523 0.0945 0.1686 -0.2057
524 0.0437 0.1624 -0.2158
525 -0.0091 0.1592 -0.2247
526 -0.0356 0.1529 -0.2286
527 -0.0871 0.1464 -0.2353
528 -0.1378 0.1438 -0.2381
529 -0.1621 0.1846 -0.2365
530 -0.2077 0.2102 -0.1677
531 -0.2501 0.276 -0.086
532 -0.2696 0.3123 -0.0457
533 -0.3044 0.3779 0.0281
534 -0.3345 0.4077 0.095
535 -0.3474 0.4585 0.125
536 -0.3688 0.4998 0.1765
537 -0.3847 0.5298 0.1987
538 -0.3905 0.5404 0.2607
539 -0.3977 0.5531 0.2773
540 -0.3996 0.5555 0.2808
541 -0.3985 0.553 0.2801
542 -0.3927 0.5481 0.2699
