51 0.6538 0.6558 0.6976
52 0.6446 0.6466 0.6913
53 0.6397 0.6418 0.6879
54 0.6295 0.6317 0.6808
55 0.6185 0.6264 0.6731
56 0.6069 0.6154 0.6649
57 0.6009 0.6036 0.6606
58 0.5885 0.5911 0.6562
59 0.5751 0.5846 0.6467
60 0.5681 0.5712 0.6366
61 0.5538 0.5641 0.6259
62 0.5385 0.5495 0.6147
63 0.5225 0.5339 0.6088
64 0.5143 0.5259 0.5966
65 0.4972 0.5092 0.5835
66 0.4883 0.4916 0.5766
67 0.47 0.4825 0.5697
68 0.4506 0.4637 0.555
69 0.4405 0.4439 0.5311
70 0.42 0.4233 0.5228
71 0.3983 0.4127 0.506
72 0.3872 0.391 0.4972
73 0.3644 0.3681 0.4791
74 0.3414 0.3563 0.4598
75 0.3195 0.3324 0.4499
76 0.3095 0.3087 0.4294
77 0.293 0.2973 0.4188
78 0.2871 0.2768 0.3969
79 0.2657 0.2615 0.3738
80 0.2355 0.2437 0.3499
81 0.207 0.2276 0.338
82 0.1936 0.1966 0.3263
83 0.1679 0.1818 0.2925
84 0.1427 0.1537 0.2742
85 0.1302 0.1266 0.2682
86 0.1056 0.1135 0.2461
87 0.0801 0.0878 0.2299
88 0.0671 0.0618 0.1992
89 0.0406 0.0486 0.1698
90 0.0129 0.0219 0.1558
91 -0.0012 -0.006 0.1288
92 -0.0298 -0.0202 0.1021
93 -0.0596 -0.049 0.0888
94 -0.0747 -0.079 0.0623
95 -0.1052 -0.1095 0.0347
96 -0.1369 -0.1249 0.0206
97 -0.1529 -0.1559 -0.0376
98 -0.1851 -0.188 -0.0847
99 -0.2184 -0.2043 -0.1308
100 -0.2352 -0.2369 -0.1612
101 -0.2686 -0.2535 -0.2075
102 -0.3027 -0.2868 -0.2395
103 -0.32 -0.321 -0.2881
104 -0.3543 -0.3383 -0.3215
105 -0.3895 -0.3719 -0.371
106 -0.4073 -0.3895 -0.4047
107 -0.4424 -0.4064 -0.4212
108 -0.4781 -0.4415 -0.4554
109 -0.5138 -0.4773 -0.473
110 -0.5314 -0.4951 -0.5083
111 -0.5663 -0.53 -0.5447
112 -0.584 -0.5476 -0.5629
113 -0.6185 -0.5821 -0.5989
114 -0.6536 -0.617 -0.6356
115 -0.6881 -0.6343 -0.6541
116 -0.7049 -0.668 -0.672
117 -0.7381 -0.7018 -0.7089
118 -0.7715 -0.7182 -0.7276
119 -0.7881 -0.7504 -0.7457
120 -0.8199 -0.7827 -0.7827
121 -0.8516 -0.7987 -0.8013
122 -0.8668 -0.829 -0.8372
123 -0.8966 -0.8591 -0.855
124 -0.9256 -0.8736 -0.8895
125 -0.9398 -0.9015 -0.9238
126 -0.9665 -0.9285 -0.9407
127 -0.9924 -0.9415 -0.9731
128 -1.0047 -0.966 -1.0046
129 -1.028 -0.9896 -1.02
130 -1.0502 -1.0115 -1.0495
131 -1.0608 -1.0216 -1.0784
132 -1.0802 -1.0405 -1.1057
133 -1.098 -1.0581 -1.1188
134 -1.1062 -1.0662 -1.1433
135 -1.1209 -1.0807 -1.155
136 -1.134 -1.0935 -1.177
137 -1.1398 -1.099 -1.1978
138 -1.1496 -1.1084 -1.2166
139 -1.1573 -1.1125 -1.2253
140 -1.1627 -1.1187 -1.2407
141 -1.1644 -1.1226 -1.2477
142 -1.1662 -1.1243 -1.2601
143 -1.1664 -1.1241 -1.2706
144 -1.1648 -1.1222 -1.2751
145 -1.1609 -1.1179 -1.2822
146 -1.1545 -1.115 -1.287
147 -1.1504 -1.1072 -1.2895
148 -1.1406 -1.0969 -1.2899
149 -1.1347 -1.0908 -1.2887
150 -1.1137 -1.077 -1.2851
151 -1.1054 -1.0608 -1.2823
152 -0.8915 -1.0518 -1.275
153 -0.8738 -1.0323 -1.265
154 -0.8443 -1.01 -1.2526
155 -0.8301 -0.7937 -1.2455
156 -0.8003 -0.7737 -1.0278
157 -0.7679 -0.7399 -1.0091
158 -0.7509 -0.7236 -0.9774
159 -0.6989 -0.6898 -0.9621
160 -0.6619 -0.6718 -0.9301
161 -0.6432 -0.6353 -0.8954
162 -0.6058 -0.597 -0.8772
163 -0.5669 -0.5775 -0.8402
164 -0.5271 -0.5381 -0.8011
165 -0.4871 -0.4972 -0.7812
166 -0.4672 -0.4558 -0.7408
167 -0.427 -0.4145 -0.6985
168 -0.3836 -0.3938 -0.6554
169 -0.3372 -0.3528 -0.6335
170 -0.313 -0.3323 -0.59
171 -0.2635 -0.2912 -0.568
172 -0.2107 -0.2493 -0.5227
173 -0.1837 -0.228 -0.4732
174 -0.1287 -0.1842 -0.4471
175 -0.0724 -0.1373 -0.3974
176 -0.0448 -0.1133 -0.3365
177 0.0082 -0.0642 -0.2768
178 0.0603 -0.0124 -0.2467
179 0.0855 0.014 -0.1858
180 0.134 0.0665 -0.1244
181 0.1814 0.1187 -0.0942
182 0.2042 0.1438 -0.0359
183 0.2475 0.1919 -0.0073
184 0.289 0.2383 0.0484
185 0.3088 0.2606 0.1034
186 0.346 0.3023 0.1562
187 0.3813 0.342 0.1816
188 0.3979 0.3607 0.2301
189 0.4285 0.3955 0.2773
190 0.4568 0.428 0.3
191 0.4698 0.4571 0.3431
192 0.4933 0.4704 0.3846
193 0.5143 0.494 0.4044
194 0.5321 0.5149 0.4414
195 0.5398 0.5326 0.5554
196 0.5526 0.54 0.5825
197 0.5628 0.5524 0.5926
198 0.5667 0.5574 0.6104
